oekobaudatProcessUuid,oekobaudatDatastockUuid,oekobaudatDatastockName,productId,tBaustoffVersion,productName,eolCategoryId,eolCategoryName,eolScenarioUnbuiltReal,eolScenarioUnbuiltPotential,technologyFactor
b4cfc1a1-d1dc-413f-ab48-d6d52e498837,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,337,2024-Q4,WDVS Verklebung und Beschichtung Silikonharzputz,83,organ. Putz,Dep-,Dep-,0.0
ccdb5f3c-7305-46c7-ad5b-a05bb922a743,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,166,2024-Q4,Kunststeinplatte (Epoxidharz gebunden),84,Kunststein,Dep-,Dep-,0.0
11440edc-cfba-40af-bd2d-0db71afe444b,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,166,2024-Q4,Kunststeinplatte (Epoxidharz gebunden),84,Kunststein,Dep-,Dep-,0.0
514d0f56-13d8-45a3-9267-01be064d6ce3,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,166,2024-Q4,Kunststeinplatte (Epoxidharz gebunden),84,Kunststein,Dep-,Dep-,0.0
0ba43350-3932-4e1d-a862-e88aa0ad2c7f,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,167,2024-Q4,Kunststoffmodifizierte Bitumendickbeschichtung,85,"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung, Dichtmassen..",EB,EB,0.0
85c48e5f-299c-463b-9aaf-da332a29dfe0,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,167,2024-Q4,Kunststoffmodifizierte Bitumendickbeschichtung,85,"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung, Dichtmassen..",EB,EB,0.0
c34147d4-e691-4733-bf78-8a7ccd039006,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,245,2024-Q4,PUR-Dichtmasse,85,"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung, Dichtmassen..",EB,EB,0.0
302acb89-846f-400c-ba6e-84640d360c1d,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,245,2024-Q4,PUR-Dichtmasse,85,"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung, Dichtmassen..",EB,EB,0.0
92ddc155-28e8-44d5-8e15-b7475f5d6872,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,245,2024-Q4,PUR-Dichtmasse,85,"Bitumenkaltkleber, Glasvlies, Glasfaserarmierung, Dichtmassen..",EB,EB,0.0
31a96d5c-66a3-4de1-a957-6aa4f8f4e53d,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,169,2024-Q4,Kunststoffprofil EPDM,86,KSTProfil,EV-,EV-,0.0
963ffb34-439a-4cab-9bfb-28c9b42533f2,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,169,2024-Q4,Kunststoffprofil EPDM,86,KSTProfil,EV-,EV-,0.0
432e4b39-301e-4154-ac8a-ac635d6c36ad,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,169,2024-Q4,Kunststoffprofil EPDM,86,KSTProfil,EV-,EV-,0.0
968109bb-8aea-4c22-a7ca-ea2ef02208cf,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,170,2024-Q4,Kunststoffprofil PP mit Glasfaseranteil,86,KSTProfil,EV-,EV-,0.0
a632df4b-08f4-4b10-95bc-73e92d7255b6,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,170,2024-Q4,Kunststoffprofil PP mit Glasfaseranteil,86,KSTProfil,EV-,EV-,0.0
1b69b3a2-3164-436b-a934-ed7d926f5f53,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,171,2024-Q4,Kunststoffprofil SBR,86,KSTProfil,EV-,EV-,0.0
4e679d88-9a0f-4ada-9210-5a6e1e020771,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,171,2024-Q4,Kunststoffprofil SBR,86,KSTProfil,EV-,EV-,0.0
01726dcb-d5e9-44d2-b1df-f7fabc350723,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,171,2024-Q4,Kunststoffprofil SBR,86,KSTProfil,EV-,EV-,0.0
763abb33-ad4f-44fa-bc49-8c483e67b2b1,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,172,2024-Q4,Kunststoffprofil Silikon,86,KSTProfil,EV-,EV-,0.0
56674647-992d-4d42-8955-fb3617c1404e,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,172,2024-Q4,Kunststoffprofil Silikon,86,KSTProfil,EV-,EV-,0.0
7091bebb-3c82-4b48-991d-08be78992f57,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,172,2024-Q4,Kunststoffprofil Silikon,86,KSTProfil,EV-,EV-,0.0
a051b8eb-5e03-486a-b9c3-bfc9d19234de,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,173,2024-Q4,"Kunststoffteil aus laminiertem Polyesterharz (GFK, 30% Glasfaseranteil)",86,KSTProfil,EV-,EV-,0.0
d03450fd-9438-43f7-9ee8-45faa63b1333,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,173,2024-Q4,"Kunststoffteil aus laminiertem Polyesterharz (GFK, 30% Glasfaseranteil)",86,KSTProfil,EV-,EV-,0.0
7fc79af4-8de4-44f8-9bf7-69cd5532fca5,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,173,2024-Q4,"Kunststoffteil aus laminiertem Polyesterharz (GFK, 30% Glasfaseranteil)",86,KSTProfil,EV-,EV-,0.0
52ce9f28-1199-4ed5-a777-923229ee2eed,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,174,2024-Q4,Kupferbleche,87,Kupfer,CL+,CL+,1.0
e5a4ebf9-0e5c-4fd8-bb04-1acb5497312f,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,174,2024-Q4,Kupferbleche,87,Kupfer,CL+,CL+,1.0
c1bc4706-9d3a-4468-8ecb-5a569226d75f,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,175,2024-Q4,Lacksysteme Holzfassade deckend (Decklacksystem),88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
2662edec-0657-4889-bf64-4e811ac8e652,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,175,2024-Q4,Lacksysteme Holzfassade deckend (Decklacksystem),88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
10c87a16-01f1-4948-9d52-45e364d28534,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,175,2024-Q4,Lacksysteme Holzfassade deckend (Decklacksystem),88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
1a4a4522-7297-4ae5-a430-689e89ec2159,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,176,2024-Q4,Lacksysteme Holzfassade halb-pigmentiert (Lasursystem),88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
a7829637-2436-489c-9e94-6642817e1926,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,176,2024-Q4,Lacksysteme Holzfassade halb-pigmentiert (Lasursystem),88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
d0f21725-9c8e-41b7-9e38-83878b95930b,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,176,2024-Q4,Lacksysteme Holzfassade halb-pigmentiert (Lasursystem),88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
2e5ca27a-fcd0-4dc1-b0ab-4a4c7eb4e030,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,177,2024-Q4,Lacksysteme Holzfenster Decklack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
9a0a1631-fccc-43bc-8911-817cbb79f49b,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,177,2024-Q4,Lacksysteme Holzfenster Decklack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
b98e2a9b-fc58-44a5-af19-149f560bee8d,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,177,2024-Q4,Lacksysteme Holzfenster Decklack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
d5fe89f0-5fd2-4981-bb87-e74bbf13ef88,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,178,2024-Q4,Lacksysteme Holzfenster Grundierung weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
9b8c0626-bb59-43f5-86dd-97484cc5d4c1,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,178,2024-Q4,Lacksysteme Holzfenster Grundierung weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
152ff22b-522e-400e-baee-812a9c6443d9,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,178,2024-Q4,Lacksysteme Holzfenster Grundierung weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
08138b62-1b5f-497a-bf9a-d7f857a2e575,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,179,2024-Q4,Lacksysteme Holzfenster Zwischenbeschichtung deckend weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
b347b33b-8a05-4d0a-83c4-1337c986a775,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,179,2024-Q4,Lacksysteme Holzfenster Zwischenbeschichtung deckend weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
b4a1a7a4-d5b2-4abe-85d8-88506b234a4d,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,179,2024-Q4,Lacksysteme Holzfenster Zwischenbeschichtung deckend weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
95c6760d-1605-430b-8216-825f6c0ac409,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,201,2024-Q4,Lösemittellack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
511b2af7-f9b9-4e1f-8b9e-fd4ac548aa6c,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,201,2024-Q4,Lösemittellack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
c307b6f8-af7a-44df-a093-1f8ba2a73fb9,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,201,2024-Q4,Lösemittellack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
859897ae-5ea2-4b55-9508-49297dd6ba6c,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,221,2024-Q4,"Parkettlack (Grundierung Holz, wasserverdünnt)",88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
b97c7ace-c925-4c13-be59-d338fcc77f6b,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,221,2024-Q4,"Parkettlack (Grundierung Holz, wasserverdünnt)",88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
76331b58-1ec3-4dd2-a87c-3736e774ca07,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,221,2024-Q4,"Parkettlack (Grundierung Holz, wasserverdünnt)",88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
c1328d7d-8ad6-4e74-a701-ffab0c542534,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,222,2024-Q4,Parkettlack transparent,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
f2e87b9c-45a7-4b6c-bd81-1abb81e061e1,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,222,2024-Q4,Parkettlack transparent,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
43d72a8a-3f3c-49ab-91fc-b4b9b409d987,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,222,2024-Q4,Parkettlack transparent,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
0f072f06-faa5-466e-970c-a7215685f5a2,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,331,2024-Q4,Wasserlack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
3ec35876-5628-4749-a50c-f96e02a7e09e,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,331,2024-Q4,Wasserlack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
37bca81b-c287-4685-a6ba-7b224e7cef02,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,331,2024-Q4,Wasserlack weiß,88,Lacke (auf Holzuntergrund),EV-,EV-,0.0
7c411026-6771-4fb6-85bf-85b248486409,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,180,2024-Q4,Laminatboden,89,Laminat,EV-,EV-,0.0
14286caa-6bc1-4aa0-93d6-22d0f5b21195,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,180,2024-Q4,Laminatboden,89,Laminat,EV-,EV-,0.0
,,,182,2024-Q4,Lehmbauplatte,90,Lehmbauplatte,SV,CL+,0.75
6aff7a60-d7cd-430e-8b15-02556b6f62ff,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,183,2024-Q4,Lehmbauplatte mit CL-Nachweis,91,Lehmbauplatte mit CL-Nachweis,CL+,CL+,1.0
eb255e58-7955-4d25-a333-4db0340b2864,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,183,2024-Q4,Lehmbauplatte mit CL-Nachweis,91,Lehmbauplatte mit CL-Nachweis,CL+,CL+,1.0
c0915390-0e80-4253-9345-71fd83ef3c99,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,183,2024-Q4,Lehmbauplatte mit CL-Nachweis,91,Lehmbauplatte mit CL-Nachweis,CL+,CL+,1.0
,,,184,2024-Q4,Lehmfarbe,92,"Lehmfarbe, auf Lehmplatte",Dep+,CL+,0.75
,,,185,2024-Q4,Lehm-Klebe- und Haftmörtel,93,Lehmputz,SV,CL+,0.75
,,,186,2024-Q4,Lehmputz,93,Lehmputz,SV,CL+,0.75
,,,187,2024-Q4,Lehmputz mit CL-Nachweis,94,Lehmputz mit CL-Nachweis,CL+,CL+,1.0
9eae2fed-dba0-4641-b1cc-fd2cc65f2016,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,188,2024-Q4,"Lehmputz, kunststofffaserarmiert",95,"Lehmputz, kunststofffaserarmiert",Dep+,CL+,0.75
422b2446-8a3f-457d-b47b-4728b2869d86,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,188,2024-Q4,"Lehmputz, kunststofffaserarmiert",95,"Lehmputz, kunststofffaserarmiert",Dep+,CL+,0.75
8be785fa-5548-4ea5-a2d7-b962675b9eff,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,188,2024-Q4,"Lehmputz, kunststofffaserarmiert",95,"Lehmputz, kunststofffaserarmiert",Dep+,CL+,0.75
,,,189,2024-Q4,Lehmschüttung granuliert,96,Lehm,SV,CL+,0.75
,,,191,2024-Q4,Lehmstein,96,Lehm,SV,CL+,0.75
,,,296,2024-Q4,Stampflehmwand,96,Lehm,SV,CL+,0.75
,,,190,2024-Q4,Lehmschüttung granuliert mit CL-Nachweis ,97,Lehm mit CL-Nachweis,CL+,CL+,1.0
606d978a-c44a-4b3e-8387-b1291b12e522,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,192,2024-Q4,Lehmstein mit CL-Nachweis,98,Lehm - Störstoffkl. S4 (Neueinstuf.),Dep+,Dep+,0.75
f25983c6-104a-4d19-8d2a-c0dccafa2f3b,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,192,2024-Q4,Lehmstein mit CL-Nachweis,98,Lehm - Störstoffkl. S4 (Neueinstuf.),Dep+,Dep+,0.75
4c009f04-44e1-42e3-a32e-4929294debab,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,192,2024-Q4,Lehmstein mit CL-Nachweis,98,Lehm - Störstoffkl. S4 (Neueinstuf.),Dep+,Dep+,0.75
59622fc0-d719-43bf-a16b-ae924ae0d276,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,297,2024-Q4,Stampflehmwand mit CL-Nachweis,98,Lehm - Störstoffkl. S4 (Neueinstuf.),Dep+,Dep+,0.75
3f9ebd47-f93e-4fee-859a-13700134ee3c,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,297,2024-Q4,Stampflehmwand mit CL-Nachweis,98,Lehm - Störstoffkl. S4 (Neueinstuf.),Dep+,Dep+,0.75
4b42a944-ff7e-4540-a46b-c21074255143,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,297,2024-Q4,Stampflehmwand mit CL-Nachweis,98,Lehm - Störstoffkl. S4 (Neueinstuf.),Dep+,Dep+,0.75
02a3f312-ea5e-45e5-b358-d50cb94c4fd5,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,193,2024-Q4,"Spanplatte, melaminbeschichtet",99,Melaminbeschichtet,EV-,EV-,0.0
bfa45a2b-0f25-4dea-b550-50f3d49a548f,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,193,2024-Q4,"Spanplatte, melaminbeschichtet",99,Melaminbeschichtet,EV-,EV-,0.0
,,,195,2024-Q4,Leichtlehm (Stroh-Lehm-Gemisch),100,Leichtlehm (organ./mineral.),SV,RC-,0.75
,,,196,2024-Q4,Leichtlehmputz,100,Leichtlehm (organ./mineral.),SV,RC-,0.75
,,,198,2024-Q4,"Lichtkuppel Aufsatzkranz, PP Schürze 30cm [kg/lfm]",101,KSTProfil ,EV-,EV-,0.0
31a631f0-1acf-4ec4-885b-d97de6d9f4ea,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,200,2024-Q4,Lose Hobelspandämmung,102,Hobelspäne unbehandelt,EV-,CL+,0.75
33c70403-553e-442c-ac5b-0ee86cceffd6,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,200,2024-Q4,Lose Hobelspandämmung,102,Hobelspäne unbehandelt,EV-,CL+,0.75
,,,202,2024-Q4,Magnesiaestrich / Steinholzestrich,103,Magnesiaestrich / Steinholzestrich,Dep-,Dep-,0.0
e9be7506-62ce-45b8-853f-c45c3f82401f,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,203,2024-Q4,Marmorplatte ,104,Steinboden (unproblem. imprägniert / beschichtet),RC+,RC+,1.0
02ec5054-ace1-4ffc-a46b-92be3bedb416,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,203,2024-Q4,Marmorplatte ,104,Steinboden (unproblem. imprägniert / beschichtet),RC+,RC+,1.0
03ed395a-bc7b-4287-9013-8ba3ac1a2900,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,203,2024-Q4,Marmorplatte ,104,Steinboden (unproblem. imprägniert / beschichtet),RC+,RC+,1.0
3b66b7be-bc1e-4dd4-8779-453d4f81825f,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,205,2024-Q4,Mehrschichtparkett  (unproblem. beschichtet),105,Parkett,RC-,RC-,1.0
ed739600-fbd0-4b3e-b577-453778a5270e,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,205,2024-Q4,Mehrschichtparkett  (unproblem. beschichtet),105,Parkett,RC-,RC-,1.0
19c8f194-c3ab-4797-9b1a-8f1788bf12d8,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,205,2024-Q4,Mehrschichtparkett  (unproblem. beschichtet),105,Parkett,RC-,RC-,1.0
d9ee3a94-83a2-4615-b071-9afa3aaeff42,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,207,2024-Q4,Messing-Bauteil,106,Messing,CL+,CL+,1.0
3d5b565c-187b-4413-ab45-3eaa89ede35d,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,207,2024-Q4,Messing-Bauteil,106,Messing,CL+,CL+,1.0
fd3a4016-3f8c-4d8e-8bba-73b349781002,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,207,2024-Q4,Messing-Bauteil,106,Messing,CL+,CL+,1.0
def9e058-ac16-489e-9457-db7645404194,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,208,2024-Q4,"Mineralfaser Deckenplatten (Dicke 0,015 m)",107,Mineralwolle Steinwolle,Dep-,RC-,0.5
3175cb36-065b-4bc7-9c7e-dd256bba5e8f,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,208,2024-Q4,"Mineralfaser Deckenplatten (Dicke 0,015 m)",107,Mineralwolle Steinwolle,Dep-,RC-,0.5
4160dc95-17a6-49c0-9a56-66d062c5c632,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,208,2024-Q4,"Mineralfaser Deckenplatten (Dicke 0,015 m)",107,Mineralwolle Steinwolle,Dep-,RC-,0.5
58b1ba79-459b-4d58-bc39-91a8f98e71ba,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,298,2024-Q4,Mineralwolle (Boden-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
ac779922-219f-4730-9aef-a7da84d334c1,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,298,2024-Q4,Mineralwolle (Boden-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
2691d6e4-a41e-40d7-92ca-680f8785fc1d,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,298,2024-Q4,Mineralwolle (Boden-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
f8afef87-5de3-4996-838c-1f2af9ef81df,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,299,2024-Q4,Mineralwolle (Fassaden-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
4fa62445-e59f-4874-99e5-49cec91967e0,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,299,2024-Q4,Mineralwolle (Fassaden-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
50d421e2-3a7b-4659-92a4-f20d6a52fcf0,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,299,2024-Q4,Mineralwolle (Fassaden-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
4477c6ca-b728-41fb-a231-366e159a73df,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,300,2024-Q4,Mineralwolle (Flachdach-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
6ef00a53-1ddc-4c60-8840-e57a860ce18b,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,300,2024-Q4,Mineralwolle (Flachdach-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
60311c13-53d4-4cee-8777-1f9c9889b770,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,300,2024-Q4,Mineralwolle (Flachdach-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
fafd5743-0b42-4614-8e3d-5c4eacdfba98,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,301,2024-Q4,Mineralwolle (Innenausbau-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
8808dd39-82fb-49bb-8ad3-6cb0894292ae,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,301,2024-Q4,Mineralwolle (Innenausbau-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
a5b22bbe-175d-4aef-bb19-4954e699eb8c,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,301,2024-Q4,Mineralwolle (Innenausbau-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
86380db6-3062-4d40-826d-732c24ed3cad,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,302,2024-Q4,Mineralwolle (Schrägdach-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
cb0c2e5b-be08-47bd-badb-77ac39ae026d,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,302,2024-Q4,Mineralwolle (Schrägdach-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
d3661bd8-0107-4081-987b-4bdd5cfcb68d,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,302,2024-Q4,Mineralwolle (Schrägdach-Dämmung),107,Mineralwolle Steinwolle,Dep-,RC-,0.5
be9b6d26-6284-4fe2-ae46-bf84e0f60043,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,303,2024-Q4,Steinwolle Flachdämmplatte,107,Mineralwolle Steinwolle,Dep-,RC-,0.5
5ad90c89-55b4-495f-9879-9b19356a2d1a,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,303,2024-Q4,Steinwolle Flachdämmplatte,107,Mineralwolle Steinwolle,Dep-,RC-,0.5
026057da-e1ae-4259-8f0b-91c917c63456,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,304,2024-Q4,Steinwolle Heizungsrohrschale,107,Mineralwolle Steinwolle,Dep-,RC-,0.5
daba3305-6fa0-4035-bcd7-0e3534a01586,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,304,2024-Q4,Steinwolle Heizungsrohrschale,107,Mineralwolle Steinwolle,Dep-,RC-,0.5
da4b704a-c901-414f-943f-8e1ff0f4566c,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,215,2024-Q4,"Natursteinplatte, hart, Außenbereich (Dicke 0,08 m)",108,Stein unbehandelt,CL+,CL+,1.0
72d8921b-8ac0-471b-943a-47871bd8d76a,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,215,2024-Q4,"Natursteinplatte, hart, Außenbereich (Dicke 0,08 m)",108,Stein unbehandelt,CL+,CL+,1.0
f82e3ab8-d7bb-4765-a60c-bfe78ede1565,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,215,2024-Q4,"Natursteinplatte, hart, Außenbereich (Dicke 0,08 m)",108,Stein unbehandelt,CL+,CL+,1.0
cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,216,2024-Q4,"Natursteinplatte, hart, Fassade (Dicke 0,030 m)",108,Stein unbehandelt,CL+,CL+,1.0
ffadb112-7271-460a-aaec-60135df38fba,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,216,2024-Q4,"Natursteinplatte, hart, Fassade (Dicke 0,030 m)",108,Stein unbehandelt,CL+,CL+,1.0
e2e9d29e-c775-4eef-af57-de8194db7524,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,216,2024-Q4,"Natursteinplatte, hart, Fassade (Dicke 0,030 m)",108,Stein unbehandelt,CL+,CL+,1.0
e8db532f-ee15-42a4-89c3-5ef789e1fb8f,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,217,2024-Q4,"Natursteinplatte, hart, Innenboden (Dicke 0,02 m)",108,Stein unbehandelt,CL+,CL+,1.0
1e8f900e-eda3-43d9-b2cc-746dc1798a40,22885a6e-1765-4ade-a35e-ae668bd07256,OBD_2023_I,217,2024-Q4,"Natursteinplatte, hart, Innenboden (Dicke 0,02 m)",108,Stein unbehandelt,CL+,CL+,1.0
c241605d-34f1-44db-bf07-78610e849edb,ca70a7e6-0ea4-4e90-a947-d44585783626,OBD_2024_I,217,2024-Q4,"Natursteinplatte, hart, Innenboden (Dicke 0,02 m)",108,Stein unbehandelt,CL+,CL+,1.0
79075297-4dc0-42c6-bc90-e3bf9fa0fb4c,448d1096-2017-4901-a560-f652a83c737e,OBD_2020_II,218,2024-Q4,"Natursteinplatte, weich, Fassade",108,Stein unbehandelt,CL+,CL+,1.0
